Wavelength,Filler,Intensity,
  539.88427,     1.00000,    31.00000,
  539.95470,     1.00000,    30.00000,
  540.02512,     1.00000,   104.00000,
  540.09554,     1.00000,   215.00000,
  540.16596,     1.00000,   314.00000,
  540.23637,     1.00000,   274.00000,
  540.30679,     1.00000,   182.00000,
  540.37720,     1.00000,   115.00000,
  540.44761,     1.00000,    81.00000,
  540.51801,     1.00000,    47.00000,
  540.58842,     1.00000,    46.00000,
  540.65882,     1.00000,    30.00000,
  540.72922,     1.00000,    51.00000,
  540.79962,     1.00000,    62.00000,
  540.87001,     1.00000,    76.00000,
  540.94041,     1.00000,    99.00000,
  541.01080,     1.00000,   115.00000,
  541.08119,     1.00000,   133.00000,
  541.15158,     1.00000,   214.00000,
  541.22196,     1.00000,   278.00000,
  541.29234,     1.00000,   384.00000,
  541.36272,     1.00000,   562.00000,
  541.43310,     1.00000,   755.00000,
  541.50348,     1.00000,  1096.00000,
  541.57385,     1.00000,  1628.00000,
  541.64422,     1.00000,  2868.00000,
  541.71459,     1.00000,  4668.00000,
  541.78496,     1.00000,  7125.00000,
  541.85533,     1.00000,  8998.00000,
  541.92569,     1.00000,  8463.00000,
  541.99605,     1.00000,  6158.00000,
  542.06641,     1.00000,  3985.00000,
  542.13677,     1.00000,  2725.00000,
  542.20712,     1.00000,  2131.00000,
  542.27747,     1.00000,  1708.00000,
  542.34782,     1.00000,  1389.00000,
  542.41817,     1.00000,  1224.00000,
  542.48851,     1.00000,  1200.00000,
  542.55886,     1.00000,  1033.00000,
  542.62920,     1.00000,  1007.00000,
  542.69954,     1.00000,   964.00000,
  542.76987,     1.00000,   957.00000,
  542.84021,     1.00000,   917.00000,
  542.91054,     1.00000,   979.00000,
  542.98087,     1.00000,   989.00000,
  543.05120,     1.00000,  1040.00000,
  543.12152,     1.00000,  1025.00000,
  543.19185,     1.00000,  1143.00000,
  543.26217,     1.00000,  1108.00000,
  543.33249,     1.00000,  1137.00000,
  543.40280,     1.00000,  1216.00000,
  543.47312,     1.00000,  1175.00000,
  543.54343,     1.00000,  1260.00000,
  543.61374,     1.00000,  1271.00000,
  543.68405,     1.00000,  1256.00000,
  543.75436,     1.00000,  1370.00000,
  543.82466,     1.00000,  1387.00000,
  543.89496,     1.00000,  1426.00000,
  543.96526,     1.00000,  1461.00000,
  544.03556,     1.00000,  1530.00000,
  544.10585,     1.00000,  1600.00000,
  544.17614,     1.00000,  1752.00000,
  544.24643,     1.00000,  1870.00000,
  544.31672,     1.00000,  2138.00000,
  544.38701,     1.00000,  2648.00000,
  544.45729,     1.00000,  3774.00000,
  544.52757,     1.00000,  6467.00000,
  544.59785,     1.00000, 12746.00000,
  544.66813,     1.00000, 24220.00000,
  544.73841,     1.00000, 40884.00000,
  544.80868,     1.00000, 59529.00000,
  544.87895,     1.00000, 69907.00000,
  544.94922,     1.00000, 58417.00000,
  545.01948,     1.00000, 31361.00000,
  545.08975,     1.00000, 10094.00000,
  545.16001,     1.00000,  4846.00000,
  545.23027,     1.00000,  4007.00000,
  545.30053,     1.00000,  4071.00000,
  545.37078,     1.00000,  4319.00000,
  545.44104,     1.00000,  4234.00000,
  545.51129,     1.00000,  3385.00000,
  545.58154,     1.00000,  2822.00000,
  545.65178,     1.00000,  2321.00000,
  545.72203,     1.00000,  1978.00000,
  545.79227,     1.00000,  1654.00000,
  545.86251,     1.00000,  1630.00000,
  545.93275,     1.00000,  1641.00000,
  546.00298,     1.00000,  1612.00000,
  546.07322,     1.00000,  1570.00000,
  546.14345,     1.00000,  1551.00000,
  546.21368,     1.00000,  1425.00000,
  546.28390,     1.00000,  1464.00000,
  546.35413,     1.00000,  1479.00000,
  546.42435,     1.00000,  1579.00000,
  546.49457,     1.00000,  1720.00000,
  546.56479,     1.00000,  2139.00000,
  546.63500,     1.00000,  3104.00000,
  546.70522,     1.00000,  5700.00000,
  546.77543,     1.00000,  8039.00000,
  546.84564,     1.00000,  7034.00000,
  546.91584,     1.00000,  3825.00000,
  546.98605,     1.00000,  2216.00000,
  547.05625,     1.00000,  1590.00000,
  547.12645,     1.00000,  1382.00000,
  547.19665,     1.00000,  1213.00000,
  547.26685,     1.00000,  1172.00000,
  547.33704,     1.00000,   989.00000,
  547.40723,     1.00000,  1035.00000,
  547.47742,     1.00000,   976.00000,
  547.54761,     1.00000,   959.00000,
  547.61779,     1.00000,   891.00000,
  547.68798,     1.00000,   884.00000,
  547.75816,     1.00000,   864.00000,
  547.82834,     1.00000,   853.00000,
  547.89851,     1.00000,   875.00000,
  547.96869,     1.00000,   927.00000,
  548.03886,     1.00000,   936.00000,
  548.10903,     1.00000,   930.00000,
  548.17919,     1.00000,   933.00000,
  548.24936,     1.00000,  1034.00000,
  548.31952,     1.00000,  1067.00000,
  548.38968,     1.00000,  1088.00000,
  548.45984,     1.00000,  1256.00000,
  548.53000,     1.00000,  1349.00000,
  548.60015,     1.00000,  1349.00000,
  548.67031,     1.00000,  1406.00000,
  548.74046,     1.00000,  1353.00000,
  548.81060,     1.00000,  1369.00000,
  548.88075,     1.00000,  1341.00000,
  548.95089,     1.00000,  1267.00000,
  549.02103,     1.00000,  1162.00000,
  549.09117,     1.00000,  1120.00000,
  549.16131,     1.00000,  1036.00000,
  549.23144,     1.00000,  1040.00000,
  549.30158,     1.00000,   936.00000,
  549.37171,     1.00000,   846.00000,
  549.44183,     1.00000,   868.00000,
  549.51196,     1.00000,   817.00000,
  549.58208,     1.00000,   760.00000,
  549.65220,     1.00000,   798.00000,
  549.72232,     1.00000,   752.00000,
  549.79244,     1.00000,   790.00000,
  549.86256,     1.00000,   685.00000,
  549.93267,     1.00000,   716.00000,
  550.00278,     1.00000,   664.00000,
  550.07289,     1.00000,   726.00000,
  550.14299,     1.00000,   700.00000,
  550.21310,     1.00000,   673.00000,
  550.28320,     1.00000,   657.00000,
  550.35330,     1.00000,   660.00000,
  550.42339,     1.00000,   609.00000,
  550.49349,     1.00000,   653.00000,
  550.56358,     1.00000,   627.00000,
  550.63367,     1.00000,   690.00000,
  550.70376,     1.00000,   639.00000,
  550.77385,     1.00000,   665.00000,
  550.84393,     1.00000,   645.00000,
  550.91401,     1.00000,   632.00000,
  550.98409,     1.00000,   642.00000,
  551.05417,     1.00000,   621.00000,
  551.12425,     1.00000,   637.00000,
  551.19432,     1.00000,   634.00000,
  551.26439,     1.00000,   582.00000,
  551.33446,     1.00000,   657.00000,
  551.40452,     1.00000,   617.00000,
  551.47459,     1.00000,   639.00000,
  551.54465,     1.00000,   643.00000,
  551.61471,     1.00000,   645.00000,
  551.68477,     1.00000,   646.00000,
  551.75482,     1.00000,   666.00000,
  551.82488,     1.00000,   567.00000,
  551.89493,     1.00000,   668.00000,
  551.96498,     1.00000,   699.00000,
  552.03502,     1.00000,   633.00000,
  552.10507,     1.00000,   642.00000,
  552.17511,     1.00000,   624.00000,
  552.24515,     1.00000,   636.00000,
  552.31519,     1.00000,   662.00000,
  552.38522,     1.00000,   625.00000,
  552.45526,     1.00000,   605.00000,
  552.52529,     1.00000,   639.00000,
  552.59532,     1.00000,   649.00000,
  552.66534,     1.00000,   598.00000,
  552.73537,     1.00000,   635.00000,
  552.80539,     1.00000,   637.00000,
  552.87541,     1.00000,   672.00000,
  552.94543,     1.00000,   591.00000,
  553.01545,     1.00000,   585.00000,
  553.08546,     1.00000,   669.00000,
  553.15547,     1.00000,   663.00000,
  553.22548,     1.00000,   684.00000,
  553.29549,     1.00000,   659.00000,
  553.36549,     1.00000,   631.00000,
  553.43550,     1.00000,   632.00000,
  553.50550,     1.00000,   680.00000,
  553.57549,     1.00000,   676.00000,
  553.64549,     1.00000,   695.00000,
  553.71548,     1.00000,   695.00000,
  553.78548,     1.00000,   683.00000,
  553.85547,     1.00000,   705.00000,
  553.92545,     1.00000,   708.00000,
  553.99544,     1.00000,   699.00000,
  554.06542,     1.00000,   728.00000,
  554.13540,     1.00000,   734.00000,
  554.20538,     1.00000,   735.00000,
  554.27536,     1.00000,   734.00000,
  554.34533,     1.00000,   737.00000,
  554.41530,     1.00000,   780.00000,
  554.48527,     1.00000,   786.00000,
  554.55524,     1.00000,   736.00000,
  554.62521,     1.00000,   780.00000,
  554.69517,     1.00000,   832.00000,
  554.76513,     1.00000,   824.00000,
  554.83509,     1.00000,   838.00000,
  554.90505,     1.00000,   837.00000,
  554.97500,     1.00000,   860.00000,
  555.04495,     1.00000,   818.00000,
  555.11490,     1.00000,   809.00000,
  555.18485,     1.00000,   767.00000,
  555.25480,     1.00000,   799.00000,
  555.32474,     1.00000,   749.00000,
  555.39468,     1.00000,   825.00000,
  555.46462,     1.00000,   788.00000,
  555.53456,     1.00000,   754.00000,
  555.60449,     1.00000,   772.00000,
  555.67442,     1.00000,   771.00000,
  555.74435,     1.00000,   768.00000,
  555.81428,     1.00000,   736.00000,
  555.88421,     1.00000,   772.00000,
  555.95413,     1.00000,   733.00000,
  556.02405,     1.00000,   728.00000,
  556.09397,     1.00000,   728.00000,
  556.16389,     1.00000,   717.00000,
  556.23380,     1.00000,   779.00000,
  556.30372,     1.00000,   772.00000,
  556.37363,     1.00000,   768.00000,
  556.44353,     1.00000,   784.00000,
  556.51344,     1.00000,   767.00000,
  556.58334,     1.00000,   782.00000,
  556.65325,     1.00000,   794.00000,
  556.72315,     1.00000,   757.00000,
  556.79304,     1.00000,   782.00000,
  556.86294,     1.00000,   760.00000,
  556.93283,     1.00000,   758.00000,
  557.00272,     1.00000,   789.00000,
  557.07261,     1.00000,   783.00000,
  557.14250,     1.00000,   807.00000,
  557.21238,     1.00000,   749.00000,
  557.28226,     1.00000,   762.00000,
  557.35214,     1.00000,   750.00000,
  557.42202,     1.00000,   801.00000,
  557.49190,     1.00000,   745.00000,
  557.56177,     1.00000,   795.00000,
  557.63164,     1.00000,   731.00000,
  557.70151,     1.00000,   751.00000,
  557.77138,     1.00000,   731.00000,
  557.84124,     1.00000,   771.00000,
  557.91110,     1.00000,   770.00000,
  557.98096,     1.00000,   710.00000,
  558.05082,     1.00000,   731.00000,
  558.12068,     1.00000,   741.00000,
  558.19053,     1.00000,   747.00000,
  558.26038,     1.00000,   798.00000,
  558.33023,     1.00000,   821.00000,
  558.40008,     1.00000,   805.00000,
  558.46992,     1.00000,   744.00000,
  558.53976,     1.00000,   758.00000,
  558.60960,     1.00000,   809.00000,
  558.67944,     1.00000,   768.00000,
  558.74928,     1.00000,   851.00000,
  558.81911,     1.00000,   872.00000,
  558.88894,     1.00000,   780.00000,
  558.95877,     1.00000,   878.00000,
  559.02860,     1.00000,   825.00000,
  559.09842,     1.00000,   860.00000,
  559.16825,     1.00000,   839.00000,
  559.23807,     1.00000,   826.00000,
  559.30788,     1.00000,   804.00000,
  559.37770,     1.00000,   824.00000,
  559.44751,     1.00000,   854.00000,
  559.51733,     1.00000,   836.00000,
  559.58713,     1.00000,   840.00000,
  559.65694,     1.00000,   805.00000,
  559.72675,     1.00000,   809.00000,
  559.79655,     1.00000,   820.00000,
  559.86635,     1.00000,   808.00000,
  559.93615,     1.00000,   832.00000,
  560.00595,     1.00000,   868.00000,
  560.07574,     1.00000,   841.00000,
  560.14553,     1.00000,   816.00000,
  560.21532,     1.00000,   855.00000,
  560.28511,     1.00000,   828.00000,
  560.35489,     1.00000,   842.00000,
  560.42468,     1.00000,   870.00000,
  560.49446,     1.00000,   843.00000,
  560.56424,     1.00000,   845.00000,
  560.63401,     1.00000,   838.00000,
  560.70379,     1.00000,   848.00000,
  560.77356,     1.00000,   861.00000,
  560.84333,     1.00000,   860.00000,
  560.91310,     1.00000,   828.00000,
  560.98286,     1.00000,   852.00000,
  561.05263,     1.00000,   825.00000,
  561.12239,     1.00000,   901.00000,
  561.19215,     1.00000,   894.00000,
  561.26190,     1.00000,   864.00000,
  561.33166,     1.00000,   941.00000,
  561.40141,     1.00000,   879.00000,
  561.47116,     1.00000,   961.00000,
  561.54091,     1.00000,   999.00000,
  561.61065,     1.00000,  1005.00000,
  561.68040,     1.00000,  1005.00000,
  561.75014,     1.00000,   960.00000,
  561.81988,     1.00000,   996.00000,
  561.88961,     1.00000,   964.00000,
  561.95935,     1.00000,   932.00000,
  562.02908,     1.00000,   991.00000,
  562.09881,     1.00000,   907.00000,
  562.16854,     1.00000,   931.00000,
  562.23827,     1.00000,   955.00000,
  562.30799,     1.00000,  1031.00000,
  562.37771,     1.00000,  1147.00000,
  562.44743,     1.00000,  1600.00000,
  562.51715,     1.00000,  2162.00000,
  562.58686,     1.00000,  2420.00000,
  562.65658,     1.00000,  1918.00000,
  562.72629,     1.00000,  1274.00000,
  562.79600,     1.00000,  1095.00000,
  562.86570,     1.00000,   982.00000,
  562.93541,     1.00000,   929.00000,
  563.00511,     1.00000,   975.00000,
  563.07481,     1.00000,   877.00000,
  563.14450,     1.00000,   945.00000,
  563.21420,     1.00000,   934.00000,
  563.28389,     1.00000,   912.00000,
  563.35358,     1.00000,   873.00000,
  563.42327,     1.00000,   876.00000,
  563.49296,     1.00000,   873.00000,
  563.56264,     1.00000,   882.00000,
  563.63233,     1.00000,   957.00000,
  563.70201,     1.00000,   959.00000,
  563.77168,     1.00000,   906.00000,
  563.84136,     1.00000,   877.00000,
  563.91103,     1.00000,   890.00000,
  563.98070,     1.00000,   907.00000,
  564.05037,     1.00000,   920.00000,
  564.12004,     1.00000,   902.00000,
  564.18970,     1.00000,   949.00000,
  564.25936,     1.00000,   897.00000,
  564.32903,     1.00000,   938.00000,
  564.39868,     1.00000,   926.00000,
  564.46834,     1.00000,   901.00000,
  564.53799,     1.00000,   930.00000,
  564.60764,     1.00000,   971.00000,
  564.67729,     1.00000,   914.00000,
  564.74694,     1.00000,   915.00000,
  564.81658,     1.00000,   973.00000,
  564.88623,     1.00000,   923.00000,
  564.95587,     1.00000,   925.00000,
  565.02551,     1.00000,   959.00000,
  565.09514,     1.00000,   951.00000,
  565.16477,     1.00000,   905.00000,
  565.23441,     1.00000,   950.00000,
  565.30404,     1.00000,   957.00000,
  565.37366,     1.00000,   913.00000,
  565.44329,     1.00000,   931.00000,
  565.51291,     1.00000,   963.00000,
  565.58253,     1.00000,   948.00000,
  565.65215,     1.00000,   945.00000,
  565.72177,     1.00000,   934.00000,
  565.79138,     1.00000,   934.00000,
  565.86099,     1.00000,   928.00000,
  565.93060,     1.00000,   941.00000,
  566.00021,     1.00000,   908.00000,
  566.06981,     1.00000,   937.00000,
  566.13942,     1.00000,   943.00000,
  566.20902,     1.00000,   922.00000,
  566.27862,     1.00000,   943.00000,
  566.34821,     1.00000,   907.00000,
  566.41781,     1.00000,   903.00000,
  566.48740,     1.00000,   937.00000,
  566.55699,     1.00000,   933.00000,
  566.62658,     1.00000,   934.00000,
  566.69616,     1.00000,   971.00000,
  566.76574,     1.00000,   910.00000,
  566.83533,     1.00000,   939.00000,
  566.90490,     1.00000,   921.00000,
  566.97448,     1.00000,   944.00000,
  567.04406,     1.00000,   977.00000,
  567.11363,     1.00000,   989.00000,
  567.18320,     1.00000,   982.00000,
  567.25277,     1.00000,   943.00000,
  567.32233,     1.00000,   949.00000,
  567.39190,     1.00000,   955.00000,
  567.46146,     1.00000,   995.00000,
  567.53102,     1.00000,   990.00000,
  567.60057,     1.00000,  1002.00000,
  567.67013,     1.00000,   984.00000,
  567.73968,     1.00000,   962.00000,
  567.80923,     1.00000,   971.00000,
  567.87878,     1.00000,   949.00000,
  567.94832,     1.00000,  1008.00000,
  568.01787,     1.00000,  1010.00000,
  568.08741,     1.00000,  1016.00000,
  568.15695,     1.00000,   999.00000,
  568.22649,     1.00000,   983.00000,
  568.29602,     1.00000,  1017.00000,
  568.36555,     1.00000,  1033.00000,
  568.43508,     1.00000,   996.00000,
  568.50461,     1.00000,   986.00000,
  568.57414,     1.00000,  1037.00000,
  568.64366,     1.00000,  1000.00000,
  568.71318,     1.00000,   995.00000,
  568.78270,     1.00000,   959.00000,
  568.85222,     1.00000,  1003.00000,
  568.92174,     1.00000,  1011.00000,
  568.99125,     1.00000,   993.00000,
  569.06076,     1.00000,   998.00000,
  569.13027,     1.00000,  1025.00000,
  569.19977,     1.00000,   996.00000,
  569.26928,     1.00000,   976.00000,
  569.33878,     1.00000,   989.00000,
  569.40828,     1.00000,   987.00000,
  569.47778,     1.00000,  1004.00000,
  569.54727,     1.00000,  1059.00000,
  569.61677,     1.00000,  1027.00000,
  569.68626,     1.00000,  1002.00000,
  569.75575,     1.00000,   983.00000,
  569.82523,     1.00000,   996.00000,
  569.89472,     1.00000,  1012.00000,
  569.96420,     1.00000,  1052.00000,
  570.03368,     1.00000,   966.00000,
  570.10316,     1.00000,  1024.00000,
  570.17263,     1.00000,  1008.00000,
  570.24211,     1.00000,  1058.00000,
  570.31158,     1.00000,  1008.00000,
  570.38105,     1.00000,  1074.00000,
  570.45051,     1.00000,  1020.00000,
  570.51998,     1.00000,  1052.00000,
  570.58944,     1.00000,  1002.00000,
  570.65890,     1.00000,  1047.00000,
  570.72836,     1.00000,  1043.00000,
  570.79781,     1.00000,  1056.00000,
  570.86727,     1.00000,  1064.00000,
  570.93672,     1.00000,  1063.00000,
  571.00617,     1.00000,  1085.00000,
  571.07562,     1.00000,  1015.00000,
  571.14506,     1.00000,  1073.00000,
  571.21450,     1.00000,  1027.00000,
  571.28394,     1.00000,  1063.00000,
  571.35338,     1.00000,  1040.00000,
  571.42282,     1.00000,  1055.00000,
  571.49225,     1.00000,  1068.00000,
  571.56168,     1.00000,  1012.00000,
  571.63111,     1.00000,  1025.00000,
  571.70054,     1.00000,  1029.00000,
  571.76997,     1.00000,  1052.00000,
  571.83939,     1.00000,  1002.00000,
  571.90881,     1.00000,  1058.00000,
  571.97823,     1.00000,  1118.00000,
  572.04764,     1.00000,  1317.00000,
